feed_id,title,feed_url,topics
5876621,"Couple O' Nukes: Self-Improvement For Mental Health, Addiction, Fitness, & Faith",https://rss.buzzsprout.com/2093758.rss,"health-fitness,personal-development"
6572598,Runnin' Code-Humor in South Texas Law Enforcement,https://rss.buzzsprout.com/2232874.rss,"comedy,true-crime"
7780014,Killer Chemistry -  True Crime Meets Environmental Science,https://rss.buzzsprout.com/2603613.rss,"science,true-crime"
4861,SBJ Morning Buzzcast,https://feeds.simplecast.com/IDVEdQwe,sport
4245652,The Elisha Show: Purpose Driven Life & Mastery,https://feeds.acast.com/public/shows/6a4be13fd555352bfa5b89f9,personal-development
3626516,The History of American Food,https://www.spreaker.com/show/4817628/episodes/feed,"history,food-cooking"
3057014,"Audionautic | Covering the Latest in Music Production, Marketing and Technology",https://anchor.fm/s/3258a688/podcast/rss,music
174212,"Just Shoot It: A Podcast about Filmmaking, Screenwriting and Directing",https://feeds.acast.com/public/shows/60ca715c16c352001ac64b21,film-tv
1209715,"6-Figure Storyteller: Write unputdownable novels; fiction writing, emotional storytelling, how to write a book, writing tips, how to hook your reader, writing fiction, how to write a novel",https://feed.podbean.com/fictionstoryblueprint/feed.xml,books-writing
7694813,Compendium of St. Thomas Aquinas Summa Theologica,https://www.spreaker.com/show/6874706/episodes/feed,"politics,philosophy"
1317489,"Do One Better with Alberto Lidji in Philanthropy, Sustainability and Social Entrepreneurship",https://feedcdn.podbean.com/AlbertoLidji/feed.xml,"business-startups,climate-energy"
3586091,PennyWise: Personal Finance & Travel Tips,https://feed.cdnstream1.com/zjb/feed/download/13/a4/a6/13a4a67a-1da0-4149-a08f-0349d2063c56.xml,"finance,personal-development,travel"
628887,On The Chain - Blockchain and Cryptocurrency News + Opinion,https://feed.pod.co/on-the-chain,"technology-ai,finance"
444039,B2B Podcasting Insights - business strategy podcast for founders and brands,https://feeds.captivate.fm/b2b-podcasting-insights/,"business-startups,design"
7064268,"Time For Living | Time Management for High-Achieving Women, Life Design, Productivity Systems, Goal Achievement, Time Alignment, Daily Habits",https://feed.podbean.com/timeforliving/feed.xml,design
391827,"Planetary Radio: Space Exploration, Astronomy and Science",https://www.omnycontent.com/d/playlist/d95da206-8ee8-4ba5-ba8d-ad1200b4e5a4/cf13d5f5-6040-458d-ab5a-ad200189747d/b75c9f7f-4a63-438e-b506-ad2001897499/podcast.rss,science
483557,Ancient Warfare Podcast,https://ancientwarfare.libsyn.com/rss,history
217472,Real Estate News: Real Estate Investing Podcast,https://feeds.libsyn.com/449046/rss,finance
417973,AnthroPod,https://feeds.soundcloud.com/users/soundcloud:users:43958371/sounds.rss,culture
5713253,Search For Lawful Government w/ Ron Avery,https://www.republicbroadcastingarchives.org/category/ron-avery/feed/,politics
909961,"Free & Well: Break Free From Anxiety & Overthinking & Feel More Confident With Mental Health Habits, Nervous System Healing & Christian Based Practices",https://feeds.redcircle.com/91eb1aa2-4ea1-45a7-bf2e-a2a3341d737b,"health-fitness,personal-development"
6758857,"Stay Up All Night: Diverse, dark-humored, and deliciously bite-sized short stories",https://feeds.redcircle.com/8133ccec-e804-4628-8edd-6b0b03ac8451,"comedy,books-writing"
516435,True Crime All The Time Unsolved,https://rss.art19.com/true-crime-all-the-time-unsolved-po,true-crime
4338574,The Sports Media Podcast,https://feeds.simplecast.com/zBoUPWvu,sport
4460535,Coaching In Session | Mastering Mindset and Personal Growth,https://rss.buzzsprout.com/1882580.rss,personal-development
6421206,"Plant Based Eating Made Easy | Simple Strategies & Clear Nutrition Guidance to Transform Your Health | Dietitian, Plant-Based Diet",https://plantbasedeatingmadeeasy.podbean.com/feed.xml,"sport,food-cooking"
6914560,"Singer Songwriter | How to Write a Song, Make Music, Song Lyrics, Music Theory, Singing Lessons",https://feed.podbean.com/reawakenyourvoice/feed.xml,music
830473,Occult Symbolism and Pop Culture with Isaac Weishaupt,https://www.spreaker.com/show/3200989/episodes/feed,"culture,film-tv"
508568,The Book Club Review,https://rss.art19.com/the-book-club-review,books-writing
7694766,Commentary on Romans,https://www.spreaker.com/show/6874672/episodes/feed,"politics,philosophy"
894491,Climate Connections,https://climateconnections.libsyn.com/rss,climate-energy
5705478,First Look Gnomes,https://rss.buzzsprout.com/2054807.rss,travel
5451900,Make Me Data Literate,https://adsei.org/feed/podcast/,"technology-ai,science"
6543904,Leading Her Introvert Way: Executive Leadership Development & Career Growth for Black Women,https://app.kajabi.com/podcasts/2147575723/feed,"business-startups,personal-development"
6995353,The Global Actor | Motivational Business Strategy for Actors + Multi-Hyphenate Creatives,https://feeds.acast.com/public/shows/66ba31613889f01ccfcc0a1c,"business-startups,design"
4491963,"Science - History of the Universe Vol. 8: Mathematics, The by Francis Rolt-Wheeler (1876 - 1960)",https://librivox.org/rss/15790,"science,history"
7910656,"Reggae Hour | Reggae Interviews, History & Culture",https://feeds.redcircle.com/82c47e99-71e0-483a-b4d8-c7ad9e68e8ef,"history,culture,music"
3708021,"Financial Coaching for Women: How To Budget, Manage Money, Pay Off Debt, Save Money, Paycheck Plans",https://feeds.captivate.fm/financial-coaching-for/,finance
1481829,"The Wanderer Anglo Saxon History, mythology, Folklore and religion",https://anchor.fm/s/3621b124/podcast/rss,culture
6333018,Perspectives: A Canadian Journal of Political Economy and Social Democracy,https://rss.buzzsprout.com/2179258.rss,politics
6091304,"Menopause Makeover⎮Belly Fat, Strength Train, Lose Weight, Hormone Imbalance, Mindset",https://feeds.libsyn.com/465483/rss,"health-fitness,personal-development"
7245180,"Tomfoolery and Hullabaloo Podcast | Family-Friendly Stories, Clean Comedy, and Curious History",https://api.riverside.com/hosting/eoFIO5gT.rss,comedy
329170,Dark Poutine - True Crime and Dark History,https://feeds.megaphone.fm/CORU8758037629,true-crime
3679031,"The People Side of Business | Team Management Strategies, How to Manage Employees, Leadership for Business Owners",https://rss.buzzsprout.com/2326429.rss,"business-startups,sport"
837653,Personal Development Mastery: Mindset and Growth for Midlife Professionals,https://rss.buzzsprout.com/2312111.rss,personal-development
7412419,"Nutrition for Christian Women | Meal Planning, Healthy Recipes, Simple Food Strategies",https://feed.podbean.com/chelseaconstantino/feed.xml,food-cooking
3417546,"The Piano Pod - a global hub for innovation, education, and connection in classical piano music",https://media.rss.com/the-piano-pod/feed.xml,music
4651,GeekVerse Podcast,https://www.spreaker.com/show/4201268/episodes/feed?fbclid=IwAR1E42zBldbIZiyjI51KmsLs2ilmQqDWVWC_dIq2UpvUJZH0AUYE3ckd9_8,"design,film-tv"
5865760,Bookish Flights: Themed Book Recommendations & Author Interviews,https://rss.buzzsprout.com/2389241.rss,books-writing
4886273,"Philosophy, Ideas, Critical Thinking, Ethics & Morality: The Creative Process: Philosophers, Writers, Educators, Creative Thinkers, Spiritual Leaders, Environmentalists & Bioethicists",https://thecreativeprocess.squarespace.com/philosophy-ideas-critical-thinking-ethics?format=rss,philosophy
470742,Sean White‘s Solar and Energy Storage Podcast,https://feed.podbean.com/whitehousesolar/feed.xml,climate-energy
7281228,Checked Bags and Big Tags,https://feeds.libsyn.com/568985/rss,travel
7771018,DailyArxiv - AI Research Podcast,https://d1yuf8dnojo4ml.cloudfront.net/arxivpodcast/feed.xml,technology-ai
7258319,Gold IRA Companies Bulletin: One-Stop-Shop for Gold IRA & Precious Metals Market Research & Analysis,https://media.rss.com/gold-ira-companies-bulletin/feed.xml,"business-startups,finance"
3499641,The Product Design Podcast,https://rss.buzzsprout.com/1763499.rss,design
7689741,SEA: Space Exploration & Astronomy,https://anchor.fm/s/10b509630/podcast/rss,science
718721,"GoodFellows: Conversations on Economics, History & Geopolitics",https://goodfellows.podbean.com/feed.xml,"history,finance"
442958,InvestTalk,https://feeds.redcircle.com/6fb1e853-719d-44d9-8b9e-9d4af81d7a89,finance
6671562,Cultureful: Global Identity & Intergenerational Stories,https://rss.buzzsprout.com/2271294.rss,"history,culture"
547609,The Politics Guys,https://rss.introcast.io/977015568/feeds.megaphone.fm/IOASN2385598804,politics
6298395,Start Living Sustainable | Healthy Home Reset for Moms,https://feed.podbean.com/startlivingsustainable/feed.xml,"health-fitness,personal-development"
112438,I Said No Gifts! A comedy interview podcast with Bridger Winegar,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/f93205e7-c5a4-44c7-9cc9-b24b013639d4/08c966fa-bc75-44f3-80ce-b24b013639ea/podcast.rss,comedy
7862570,Cold Case Unsealed,https://www.spreaker.com/show/7034016/episodes/feed,true-crime
6052642,"This Mother Means Business | Business Growth Strategy, Sustainable Business Growth & Leadership for Female Business Owners",https://rss.buzzsprout.com/2109812.rss,"business-startups,sport"
620595,"DIY Money | Personal Finance, Budgeting, Debt, Savings, Investing",https://feeds.simplecast.com/DVnmjB7M,"finance,personal-development"
6436341,"Nutrition for Noobs: Nutrition Science, Plant Based Eating and Beginners Nutrition Tips",https://feeds.redcircle.com/3ffe7dd7-0415-4565-b9da-61298737c11f,"health-fitness,food-cooking"
7733759,RisingWaveRadio - The AI Music Showcase,https://risingwaveradio.com/rss/sitewide_rss.php,"business-startups,music"
500756,News and Views Podcast Show,https://www.buscgroup.com.au/category/news-and-views-podcasts/feed/,"finance,film-tv"
1369667,MarvelVision,https://feeds.redcircle.com/5cfb0e6a-c04e-41fa-b23c-11838286dff8,books-writing
7694609,Book of Jubilees,https://www.spreaker.com/show/6874609/episodes/feed,"politics,philosophy"
4137968,Energy Transition Solutions,https://feeds.oggn.com/category/ets/feed/,climate-energy
859369,The Thought Card: Smart Travel Tips & Vacation Planning For Financially Savvy Travelers,https://feeds.captivate.fm/the-thought-card-smart/,"finance,travel"
4112611,ID:IOTS - Infectious Disease Insight Of Two Specialists,https://rss.buzzsprout.com/1782416.rss,technology-ai
7242889,Mastering Local Marketing: Sales and Marketing Strategies for Small Business Growth,https://feeds.libsyn.com/562555/rss,business-startups
7596632,Interface Insights by Design Studio UI/UX,https://rss.buzzsprout.com/2558603.rss,design
766905,Science History Podcast,https://sciencehistory.libsyn.com/rss,"science,history"
4006004,New Books in the History of Science,https://feeds.megaphone.fm/NBN9594387273,"science,history"
741322,Talking Wealth Podcast: Stock Market Trading and Investing Education | Wealth Creation | Expert Share Market Analysis,https://www.wealthwithin.com.au/podcast.php?filename=ww.xml,"business-startups,finance"
782082,Pop Goes Your World: Gen-X vs. Millennial Pop Culture,http://www.popgoesyourworld.com/feed/podcast/,"culture,film-tv"
320206,Contracting Officer Podcast 2.0 (samples),https://rss.buzzsprout.com/43525.rss,politics
6318615,"Smart Weight Loss Coaching | Nutrition, Mindset and Fitness Tips for Women Who Want To Level Up Their Health, Wellness and Longevity",https://rss.buzzsprout.com/2171999.rss,"health-fitness,personal-development"
7097526,Comedy Book Collection,https://www.spreaker.com/show/6403477/episodes/feed,comedy
6627536,Beyond The Crime: A Psychological Analysis,https://rss.buzzsprout.com/2228103.rss,true-crime
608981,SBJ On Stage,https://feeds.simplecast.com/cC2jdafZ,sport
6616984,"Prioritize With Purpose | Mom Life, Balance, Boundaries, Self-Care Ideas, Daily Planning, Support, Stay At Home Mom Work From Home",https://feed.podbean.com/mamasredefinesuccess/feed.xml,personal-development
6401762,"KINGDOM FIT MOMS- Christian Weight Loss, Whole Food, Meal Planning, Biblical Mindset, Inner Healing",https://feed.podbean.com/kingdomfitmoms/feed.xml,"personal-development,food-cooking"
6843466,MASE Podcast (Music - Arts - Sciences - Education),https://media.rss.com/masepodcast/feed.xml,"science,music"
456127,"Animation Addicts Podcast - Disney, Pixar, & Animated Movie Reviews & Interviews | Rotoscopers",https://feeds.megaphone.fm/rotoscopers,film-tv
1081136,The Creative Nonfiction Podcast with Brendan O'Meara,https://feeds.zencastr.com/f/4By4iB3V.rss,books-writing
7694607,Book of Enoch,https://www.spreaker.com/show/6874607/episodes/feed,"politics,philosophy"
6706375,Green Giants: Titans of Renewable Energy Podcast,https://rss.buzzsprout.com/2277253.rss,climate-energy
1207657,The Backpacking Podcast presented by Outdoor Vitals,https://anchor.fm/s/120f0c00/podcast/rss,travel
5981652,Blockchain Basement,https://feeds.libsyn.com/447048/rss,technology-ai
631059,"FinTech Germany – Fintech Startups, Banking Innovation & Venture Capital by Startuprad.io™",https://fintechgermany.podcaster.de/fintechgermany.rss,"business-startups,finance"
709318,Talk Talent To Me,https://talktalenttome.libsyn.com/rss,"design,personal-development"
7732111,Slave Narratives Alabamas Folk History of Slavery,https://www.spreaker.com/show/6900627/episodes/feed,"science,history"
7731695,Introduction to the History of Science,https://www.spreaker.com/show/6900394/episodes/feed,"science,history"
1425769,The Dentist Money Show | Financial Planning & Wealth Management,https://dentistmoney.libsyn.com/rss,finance
7331651,Infusing positive company culture across multiple geographies,https://feeds.buzzsprout.com/2444940.rss,"business-startups,culture"
392816,GovLove - A Podcast About Local Government,https://govlove.libsyn.com/rss,politics
5930174,"Simple Fitness Habits | Workout Plans, Health Habits, Functional Movement, Holistic Health, Home Detox",https://app.kajabi.com/podcasts/2147507592/feed,health-fitness
6560478,Proper True Yarn,https://feeds.acast.com/public/shows/6a67e4830bd0d38defbea5ad,comedy
7704104,SR PAY (True Crime Documentaries),https://feeds.acast.com/public/shows/6990b5bf483d38b26e37bf5d,true-crime
764119,More Profitable Podcast | Business Podcast Strategy for Coaches and Consultants,https://rss.buzzsprout.com/2216466.rss,"business-startups,sport"
5496686,Dear Divorce Diary: A Fresh Approach To Healing Grief & Building A Life Of Confidence After Divorce,https://rss.buzzsprout.com/1780325.rss,personal-development
3967723,The Ultimate Dish,https://rss.buzzsprout.com/1776679.rss,food-cooking
7857012,RisingWaveRadio - Country Music Showcase,https://risingwaveradio.com/country/feed.php,"business-startups,music"
330897,Anime Out of Context,https://animeoutofcontext.podbean.com/feed.xml,film-tv
2652982,Critical Literary Consumption,https://anchor.fm/s/38ff5f04/podcast/rss,books-writing
562493,Good Is In The Details,https://goodisinthedetails.libsyn.com/rss,philosophy
924670,This Sustainable Life,https://feeds.acast.com/public/shows/5a481aca95dfbf9d13d4dc6f,climate-energy
7653669,"Backseat Trivia Rumble – Trivia for Kids, Family Quiz & Travel Games",https://media.rss.com/backseat-trivia-rumble-family-kids/feed.xml,travel
7040176,CyberSecurity Summary,https://www.spreaker.com/show/6335570/episodes/feed,technology-ai
3057693,Riding Unicorns: Venture Capital | Entrepreneurship | Technology,https://rss.buzzsprout.com/1620178.rss,"business-startups,finance"
946350,"Brand Design Masters - Personal Branding, Creative Entrepreneurship, Small Business Marketing & Career Success for Designers and Content Creators",https://feeds.transistor.fm/brand-design-masters-podcast,"business-startups,design"
7733124,History of Standard Oil- Volume 1,https://www.spreaker.com/show/6900818/episodes/feed,"science,history"
11000,Stuff about Things: An Art History Podcast,https://rss.buzzsprout.com/2627175.rss,"history,culture"
309929,Creating Wealth Real Estate Investing with Jason Hartman,https://creatingwealthpodcast.libsyn.com/rss,finance
359191,Ancient History,https://anchor.fm/s/14431d2c/podcast/rss,"history,culture"
1385427,Local Government News Roundup,https://rss.buzzsprout.com/1726495.rss,politics
6729536,"The Daring Well Podcast - Holistic Health & Wellness, Mindset, and Personal Growth",https://rss.buzzsprout.com/2270384.rss,"health-fitness,personal-development"
422100,Dopey: On the Dark Comedy of Drug Addiction,https://feeds.simplecast.com/OC5bZYjc,comedy
6609830,"Weight Loss Forensics: FBI Tactics to Investigate Cravings, Overeating, and Why Diets Suck",https://rss.buzzsprout.com/2246922.rss,true-crime
7818308,"The unCorporate Leader | Leadership, Communication, Teamwork, Productivity, Strategy",https://feed.podbean.com/theuncorporateleader/feed.xml,"sport,personal-development"
558036,The Long View,https://feeds.simplecast.com/5SEwkJYi,"finance,personal-development"
217480,Farm To Table Talk,https://farmtotabletalk.com/feed/podcast/,food-cooking
7079463,Barely Legal Album Reviews,https://www.spreaker.com/show/6381749/episodes/feed,music
5895387,War Movie Theatre | for Fans of Classic War Films and Cinema History,https://feeds.acast.com/public/shows/67bf06baddaea755a7c41553,film-tv
1057921,Revelation at Tikal | Literary Adventure Fiction Podcast,https://rainforestinn.libsyn.com/rss,books-writing
7694029,Declassified FBI UFO Reports,https://www.spreaker.com/show/6874305/episodes/feed,"politics,philosophy"
744103,The Uptime Wind Energy Podcast,https://weatherguardwind.com/feed/podcast/,climate-energy
1367167,Luxury Travel Insider,https://luxurytravelinsider.libsyn.com/rss,travel
6793588,Deep Learning Dialogues,https://feeds.acast.com/public/shows/65cac1dae017bd0016b8254e,technology-ai
6579214,The Difference Engine | B2B Category Design | Private Equity | Venture Capital,https://feeds.captivate.fm/thedifferenceengine/,"business-startups,finance"
7394197,Wireframe by Design Systems House,https://feed.podbean.com/designsyshouse/feed.xml,design
7731749,Science - History of the Universe Vol. 4- Chemistry,https://www.spreaker.com/show/6900424/episodes/feed,"science,history"
6625040,The Economic and Political History Podcast,https://anchor.fm/s/e679bc24/podcast/rss,"history,politics"
465315,Invest In Her with Catherine Gray,https://lltshow.libsyn.com/rss,"business-startups,finance"
7700410,"World Virtual Tours Podcast — Explore the Past, Live the Experience | History, Art & Wonders",https://anchor.fm/s/10b87f65c/podcast/rss,"history,culture"
1217253,Oxford Policy Pod,https://feeds.captivate.fm/oxfordpolicypod/,politics
1027428,American Journal of Sports Medicine,https://sageorthopaedics.libsyn.com/rss,"health-fitness,sport"
479527,3 Martini Lunch – Political Humor & Commentary,https://www.spreaker.com/show/2977243/episodes/feed,comedy
1028388,Law Enforcement Talk: True Crime and Trauma Stories,https://feeds.simplecast.com/I9pVOSZ7,true-crime
6589021,"Pastors Thriving | Ministry, Leadership, Discipleship, Church Growth, Small Church Strategies",https://media.rss.com/kevinelworthunplugged/feed.xml,"business-startups,sport"
1384903,"The Midlife Reinvention: How to Find Your Ikigai, Deal with Imposter Syndrome & Build Your Confidence in Career & Life Transitions",https://rss.buzzsprout.com/1708129.rss,personal-development
